gene_id,symbol
319535,Zfp182
193452,Zfp184
432731,Zfp187
230162,Zfp189
59057,Zfp191
93681,Zfp192
22678,Zfp2
80902,Zfp202
22680,Zfp207
232784,Zfp212
449521,Zfp213
228913,Zfp217
69890,Zfp219
56525,Zfp235
329002,Zfp236
30928,Zfp238
22685,Zfp239
72720,Zfp248
71591,Zfp251
22688,Zfp26
74120,Zfp263
22689,Zfp27
212569,Zfp273
27081,Zfp275
57247,Zfp276
246196,Zfp277
22690,Zfp28
64453,Zfp280b
226442,Zfp281
101095,Zfp282
192651,Zfp286
170740,Zfp287
30046,Zfp292
114565,Zfp295
63872,Zfp296
22693,Zfp30
245368,Zfp300
244713,Zfp317
79233,Zfp319
243834,Zfp324
54367,Zfp326
228876,Zfp334
329559,Zfp335
228807,Zfp341
21408,Zfp354a
27274,Zfp354b
30944,Zfp354c
140482,Zfp358
22695,Zfp36
238803,Zfp366
12192,Zfp36l1
12193,Zfp36l2
22696,Zfp37
233060,Zfp382
269800,Zfp384
29813,Zfp385a
272347,Zfp398
240476,Zfp407
381410,Zfp408
22701,Zfp41
52708,Zfp410
232854,Zfp418
22702,Zfp42
67255,Zfp422
94187,Zfp423
235028,Zfp426
72667,Zfp444
235682,Zfp445
269870,Zfp446
78619,Zfp449
98403,Zfp451
237758,Zfp454
431706,Zfp457
238690,Zfp458
22704,Zfp46
242466,Zfp462
68910,Zfp467
243963,Zfp473
382867,Zfp488
668501,zfp507
22709,Zfp51
269639,Zfp512
101023,Zfp513
224656,Zfp523
66056,Zfp524
619331,Zfp551
233887,Zfp553
72230,Zfp558
434377,Zfp560
240068,Zfp563
72556,Zfp566
22715,Zfp57
68992,Zfp580
213011,Zfp583
233410,Zfp592
68040,Zfp593
218314,Zfp595
71063,Zfp597
67370,Zfp606
234725,Zfp612
70227,Zfp619
22720,Zfp62
78834,Zfp623
232337,Zfp637
67778,Zfp639
22722,Zfp64
239652,Zfp641
52397,Zfp644
233905,Zfp646
239546,Zfp647
319601,Zfp653
72611,Zfp655
72180,Zfp661
210503,Zfp677
69234,Zfp688
71131,Zfp689
223669,Zfp7
69020,Zfp707
432769,Zfp708
236193,Zfp709
245595,Zfp711
78251,Zfp712
78251,Zfp712
69930,Zfp715
240034,Zfp760
233893,Zfp764
233890,Zfp768
330463,Zfp78
330301,Zfp786
330502,Zfp82
235956,Zfp825
74352,Zfp84
22750,Zfp9
22751,Zfp90
109910,Zfp91
81909,Zfpl1
22761,Zfpm1
22762,Zfpm2
22764,Zfx
22770,Zhx1
387609,Zhx2
320799,Zhx3
22771,Zic1
22772,Zic2
22773,Zic3
74570,Zkscan1
67235,Zkscan14
100041581,Zkscan16
268417,Zkscan17
72739,Zkscan3
22757,Zkscan5
52712,Zkscan6
76007,Zmym2
66505,Zmynd11
147687,ZNF417
269401,Znf512b
374928,ZNF773
98999,Znfx1
448850,Znhit3
66136,Znrd1
53861,Zranb2
332221,Zscan10
232875,Zscan18
22691,Zscan2
22697,Zscan21
232878,Zscan22
212168,Zswim4
108946,Zzz3
